part,before_unique,after_unique,resolver_warnings,families
99617.dat,4,5,0,cylinder
99617c01.dat,8,10,0,cylinder
997.dat,10,12,0,cylinder
99780.dat,3,9,0,cylinder
99781.dat,3,9,0,cylinder
99798-f1.dat,3,5,0,cylinder
99798-f2.dat,3,5,0,cylinder
99798a.dat,0,5,0,cylinder
99798b.dat,0,5,0,cylinder
997c01.dat,10,38,0,cylinder
997c01d01.dat,0,38,0,cylinder
997c02.dat,10,38,0,cylinder
998.dat,0,26,0,cylinder
99841.dat,0,17,0,cylinder
t1001c01.dat,42,54,0,cylinder;generic
t1005c01.dat,8,16,0,cylinder
t1032c01.dat,0,3,0,cylinder
t1032c02.dat,0,3,0,cylinder
t1042c01.dat,0,2,0,cylinder
t1046c01.dat,0,4,0,cylinder
t1052c01.dat,0,4,0,cylinder
t1052c02.dat,0,4,0,cylinder
t1052c03.dat,0,4,0,cylinder
t1052c04.dat,0,4,0,cylinder
t1052c05.dat,0,4,0,cylinder
t1052c06-f1.dat,0,4,0,cylinder
t1052c06-f2.dat,0,4,0,cylinder
t1052c07.dat,0,4,0,cylinder
t1052c08.dat,0,4,0,cylinder
t1052c09.dat,0,4,0,cylinder
t1052c10.dat,0,4,0,cylinder
t1060c01.dat,0,12,0,cylinder
t1064c01.dat,0,8,0,cylinder
t1064c02.dat,0,8,0,cylinder
t43243.dat,4,12,0,cylinder
u1193.dat,0,576,0,cylinder
u1454.dat,0,280,0,cylinder
u1454p01.dat,36,280,0,cylinder
u1850p04.dat,0,1,0,cylinder
u1852p07.dat,0,1,0,cylinder
u1852p09.dat,0,1,0,cylinder
u516.dat,26,34,0,cylinder;generic
u517.dat,1,13,0,cylinder;generic
u568.dat,0,176,0,cylinder
u574.dat,70,126,0,cylinder
u586p01c03.dat,14,15,1,generic;cylinder;clip
u586p01c04.dat,14,15,1,generic;cylinder;clip
u586p02c03.dat,14,15,1,generic;cylinder;clip
u586p02c04.dat,14,15,1,generic;cylinder;clip
u586p03c03.dat,14,15,1,generic;cylinder;clip
u587p01c02.dat,14,15,1,generic;cylinder;clip
u588p01c02.dat,0,1,0,generic
u588p01c03.dat,14,15,1,generic;cylinder;clip
u588p01c04.dat,14,15,1,generic;cylinder;clip
u588p01c05.dat,14,15,1,generic;cylinder;clip
u588p02c02.dat,0,1,0,generic
u588p02c03.dat,14,15,1,generic;cylinder;clip
u588p02c04.dat,14,15,1,generic;cylinder;clip
u589p01c02.dat,14,15,1,generic;cylinder;clip
u589p02c02.dat,0,1,0,generic
u589p02c03.dat,14,15,1,generic;cylinder;clip
u590p01c02.dat,14,15,1,generic;cylinder;clip
u590p02c02.dat,14,15,1,generic;cylinder;clip
u592p01c02.dat,14,15,1,generic;cylinder;clip
u592p01c03.dat,14,15,1,generic;cylinder;clip
u592p01c04.dat,14,15,1,generic;cylinder;clip
u592p02c02.dat,14,15,1,generic;cylinder;clip
u595p01c02.dat,0,1,0,generic
u595p01c03.dat,0,1,0,generic
u595p01c04.dat,14,15,1,generic;cylinder;clip
u595p01c05.dat,14,15,1,generic;cylinder;clip
u595p01c06.dat,14,15,1,generic;cylinder;clip
u595p01c07.dat,14,15,1,generic;cylinder;clip
u595p01c08.dat,14,15,1,generic;cylinder;clip
u595p01c09.dat,14,15,1,generic;cylinder;clip
u595p01c10.dat,14,15,1,generic;cylinder;clip
u595p02c02.dat,0,1,0,generic
u595p02c03.dat,0,1,0,generic
u595p02c04.dat,14,15,1,generic;cylinder;clip
u595p02c05.dat,14,15,1,generic;cylinder;clip
u600p01c02.dat,14,15,1,generic;cylinder;clip
u600p02c02.dat,14,15,1,generic;cylinder;clip
u608.dat,5,7,0,cylinder
u609.dat,8,10,0,cylinder
u8007b.dat,24,48,0,cylinder
u8010.dat,196,396,0,cylinder
u8011.dat,0,200,0,cylinder
u8100.dat,8,24,0,cylinder
u8101.dat,5,13,0,cylinder
u8104.dat,8,48,0,cylinder
u8200.dat,8,16,0,cylinder
u8201.dat,16,32,0,cylinder
u8202.dat,32,64,0,cylinder
u8203.dat,48,96,0,cylinder
u8204.dat,30,58,0,cylinder
u8204p01.dat,30,58,0,cylinder
u8205.dat,51,79,0,cylinder
u9004.dat,82,114,0,cylinder
u9004c01.dat,0,114,0,cylinder
u9004c02.dat,0,114,0,cylinder
u9005.dat,82,114,0,cylinder
u9005c01.dat,0,114,0,cylinder
u9008p07.dat,0,1,0,cylinder
u9017.dat,0,9,0,cylinder
u9023.dat,0,62,0,cylinder
u9033.dat,28,36,0,cylinder
u9034.dat,28,32,2,cylinder
u9035.dat,0,19,0,cylinder
u9036.dat,0,19,0,cylinder
u9038.dat,16,136,0,cylinder
u9040c01.dat,68,130,0,cylinder
u9041c01.dat,69,131,0,cylinder;generic
u9046.dat,0,10,0,cylinder
u9058.dat,6,150,0,cylinder
u9058c01.dat,1,151,0,cylinder
u9058c02.dat,5,156,0,cylinder
u9058c03.dat,5,156,0,cylinder
u9062.dat,4,16,0,cylinder
u9062c01.dat,0,37,0,cylinder
u9062c02.dat,0,37,0,cylinder
u9083.dat,0,8,0,cylinder
u9105p01c02.dat,14,15,1,generic;cylinder;clip
u9105p01c03.dat,14,15,1,generic;cylinder;clip
u9105p01c05.dat,14,15,1,generic;cylinder;clip
u9105p01c06.dat,14,15,1,generic;cylinder;clip
u9105p02c02.dat,14,15,1,generic;cylinder;clip
u9105p03c02.dat,14,15,1,generic;cylinder;clip
u9105p04c02.dat,14,15,1,generic;cylinder;clip
u9106p01c02.dat,14,15,1,generic;cylinder;clip
u9106p01c03.dat,14,15,1,generic;cylinder;clip
u9106p02c02.dat,14,15,1,generic;cylinder;clip
u9106p03c02.dat,14,15,1,generic;cylinder;clip
u9107p01c02.dat,14,15,1,generic;cylinder;clip
u9107p01c03.dat,14,15,1,generic;cylinder;clip
u9107p02c02.dat,14,15,1,generic;cylinder;clip
u9107p03c02.dat,14,15,1,generic;cylinder;clip
u9107p03c03.dat,14,15,1,generic;cylinder;clip
u9107p04c02.dat,14,15,1,generic;cylinder;clip
u9107p04c03.dat,14,15,1,generic;cylinder;clip
u9107p05c02.dat,14,15,1,generic;cylinder;clip
u9107p05c03.dat,14,15,1,generic;cylinder;clip
u9107p06c02.dat,14,15,1,generic;cylinder;clip
u9108p01c02.dat,14,15,1,generic;cylinder;clip
u9108p01c03.dat,14,15,1,generic;cylinder;clip
u9108p02c02.dat,14,15,1,generic;cylinder;clip
u9108p03c02.dat,14,15,1,generic;cylinder;clip
u9109p01c02.dat,14,15,1,generic;cylinder;clip
u9109p02c02.dat,14,15,1,generic;cylinder;clip
u9111c01.dat,0,2,0,cylinder
u9132c01.dat,0,2,0,cylinder
u9132c02.dat,0,2,0,cylinder
u9132c03.dat,0,2,0,cylinder
u9132c04.dat,0,2,0,cylinder
u9132c05.dat,2,4,0,cylinder;generic
u9133c01.dat,0,2,0,cylinder
u9140p01c02.dat,14,15,1,generic;cylinder;clip
u9140p01c03.dat,14,15,1,generic;cylinder;clip
u9140p01c04.dat,14,15,1,generic;cylinder;clip
u9140p02c02.dat,14,15,1,generic;cylinder;clip
u9141p01c02.dat,14,15,1,generic;cylinder;clip
u9142p01c02.dat,0,1,0,generic
u9142p01c03.dat,0,1,0,generic
u9142p01c04.dat,14,15,1,generic;cylinder;clip
u9142p01c05.dat,14,15,1,generic;cylinder;clip
u9142p01c06.dat,14,15,1,generic;cylinder;clip
u9142p01c07.dat,14,15,1,generic;cylinder;clip
u9142p01c08.dat,14,15,1,generic;cylinder;clip
u9142p01c09.dat,14,15,1,generic;cylinder;clip
u9142p01c10.dat,14,15,1,generic;cylinder;clip
u9142p01c11.dat,14,15,1,generic;cylinder;clip
u9142p02c02.dat,0,1,0,generic
u9142p02c03.dat,14,15,1,generic;cylinder;clip
u9142p02c04.dat,14,15,1,generic;cylinder;clip
u9142p03c02.dat,0,1,0,generic
u9142p03c03.dat,14,15,1,generic;cylinder;clip
u9142p03c04.dat,14,15,1,generic;cylinder;clip
u9142p04c02.dat,0,1,0,generic
u9142p04c03.dat,14,15,1,generic;cylinder;clip
u9147p01c02.dat,14,15,1,generic;cylinder;clip
u9147p01c03.dat,14,15,1,generic;cylinder;clip
u9147p01c04.dat,14,15,1,generic;cylinder;clip
u9147p01c05.dat,14,15,1,generic;cylinder;clip
u9147p01c06.dat,14,15,1,generic;cylinder;clip
u9147p02c02.dat,14,15,1,generic;cylinder;clip
u9147p03c02.dat,14,15,1,generic;cylinder;clip
u9148c01.dat,8,50,0,cylinder
u9149.dat,20,42,0,cylinder
u9150p01c02.dat,14,15,1,generic;cylinder;clip
u9150p02c02.dat,0,1,0,generic
u9150p02c03.dat,14,15,1,generic;cylinder;clip
u9150p02c04.dat,14,15,1,generic;cylinder;clip
u9151p01c02.dat,0,1,0,generic
u9151p01c03.dat,14,15,1,generic;cylinder;clip
u9151p01c04.dat,14,15,1,generic;cylinder;clip
u9151p02c02.dat,0,1,0,generic
u9151p02c03.dat,14,15,1,generic;cylinder;clip
u9153p01c02.dat,14,15,1,generic;cylinder;clip
u9153p02c02.dat,14,15,1,generic;cylinder;clip
u9155.dat,2,6,0,cylinder
u9155c01.dat,0,8,0,cylinder
u9156c01.dat,0,17,0,cylinder
u9156c02.dat,0,17,0,cylinder
u9158.dat,1,13,0,cylinder
u9161.dat,0,1,0,cylinder
u9168.dat,0,1,0,cylinder
u9169c01.dat,0,2,0,cylinder
u9170.dat,0,4,0,cylinder
u9170c01.dat,0,8,0,cylinder
u9170c02.dat,0,8,0,cylinder
u9190c01.dat,0,7,0,cylinder;generic
u9190c02.dat,0,7,0,cylinder;generic
u9204.dat,0,8,0,cylinder
u9204c01.dat,0,8,0,cylinder
u9204c02.dat,14,23,1,cylinder;generic;clip
u9205.dat,0,16,0,cylinder
u9205c01.dat,0,16,0,cylinder
u9206.dat,0,12,0,cylinder
u9206c01.dat,0,12,0,cylinder
u9210p01c01.dat,0,6,1,cylinder;generic;clip
u9210p02c01.dat,0,6,1,cylinder;generic;clip
u9210p03c01.dat,0,6,1,cylinder;generic;clip
u9224.dat,0,4,0,cylinder
u9225.dat,0,4,0,cylinder
u9228c01.dat,0,2,0,cylinder
u9228c02.dat,0,2,0,cylinder
u9228c03.dat,0,2,0,cylinder
u9228c04.dat,0,4,0,cylinder
u9230.dat,4,29,0,cylinder
u9230c01.dat,19,150,0,cylinder;generic
u9230c02.dat,19,150,0,cylinder;generic
u9231.dat,0,44,0,cylinder
u9231c00.dat,0,44,0,cylinder
u9231c01.dat,2,49,0,cylinder
u9231c02.dat,2,49,0,cylinder
u9232.dat,0,44,0,cylinder
u9232c00.dat,0,44,0,cylinder
u9232c01.dat,2,49,0,cylinder
u9232c02.dat,2,49,0,cylinder
u9233.dat,0,8,1,cylinder
u9233c00.dat,0,8,1,cylinder
u9233c01.dat,2,5,1,cylinder
u9233c02.dat,2,5,1,cylinder
u9234.dat,0,8,1,cylinder
u9234c00.dat,0,8,1,cylinder
u9234c01.dat,2,5,1,cylinder
u9234c02.dat,2,5,1,cylinder
u9236.dat,0,43,0,cylinder
u9236c01.dat,0,43,0,cylinder
u9236c02.dat,0,53,0,cylinder
u9236c03.dat,0,69,0,cylinder
u9237.dat,0,12,0,cylinder
u9247.dat,0,31,0,cylinder
u9263.dat,0,10,0,cylinder
u9270.dat,0,1,0,cylinder
u9307.dat,1,9,0,cylinder
u9308.dat,1,9,0,cylinder
u9310c01.dat,1,203,0,cylinder
u9310c02.dat,1,203,0,cylinder
u9310c03.dat,1,203,0,cylinder
u9310c04.dat,1,203,0,cylinder
u9310c05.dat,0,200,0,cylinder
u9310c06.dat,0,200,0,cylinder
u9310c07.dat,0,200,0,cylinder
u9310c08.dat,0,200,0,cylinder
u9313.dat,0,200,0,cylinder
u9322.dat,0,4,0,cylinder
u9324p01c01.dat,0,8,0,cylinder
u9325.dat,46,62,0,cylinder
u9325c01.dat,32,62,0,cylinder
u9327.dat,15,23,0,cylinder
u9327c01.dat,15,23,0,cylinder
u9333c01.dat,12,15,0,cylinder;generic
u9341.dat,0,32,0,cylinder
u9343.dat,0,16,0,cylinder
u9346c01.dat,20,24,1,cylinder
u9352.dat,0,8,0,cylinder
u9355.dat,13,29,0,cylinder
u9356.dat,12,38,0,cylinder
u9356c01.dat,0,67,0,cylinder
u9363.dat,0,5,0,cylinder
u9364c01.dat,0,18,0,cylinder
u9364c02.dat,0,18,0,cylinder
u9367c01.dat,0,32,0,cylinder
u9367c02.dat,0,32,0,cylinder
u9370.dat,16,36,0,cylinder;fingers
u9370c01.dat,14,37,0,cylinder;fingers
u9370c02.dat,14,37,0,cylinder;fingers
u9370c03.dat,14,37,0,cylinder;fingers
u9370c04.dat,14,37,0,cylinder;fingers
u9370c05.dat,14,37,0,cylinder;fingers
u9370c06.dat,14,37,0,cylinder;fingers
u9371d01.dat,0,1,0,fingers
u9372.dat,8,24,0,cylinder
u9372c01.dat,16,35,0,cylinder;generic
u9372c02.dat,14,33,0,cylinder
u9384c01.dat,4,6,0,cylinder
u9388.dat,3,29,0,cylinder
u9393c01.dat,0,50,0,cylinder;generic
u9393c02.dat,0,50,0,cylinder;generic
u9393p01c01.dat,0,50,0,cylinder;generic
u9417c01.dat,3,5,0,cylinder
u9422.dat,0,1,0,cylinder
u9422c01.dat,0,1,0,cylinder
u9449.dat,0,46,0,cylinder
u9450.dat,0,46,0,cylinder
u9461c01.dat,0,14,0,cylinder
u9470c01.dat,0,6,0,cylinder
u9479c01.dat,0,14,0,cylinder
u9482.dat,4,44,0,cylinder
u9482c01.dat,48,92,0,cylinder
u9484.dat,14,36,0,cylinder;fingers
u9487c01.dat,0,2,0,cylinder
u9497.dat,0,8,0,cylinder
u9501c01.dat,1,3,0,cylinder
u9503c01.dat,0,3,0,cylinder
u9534p01c01.dat,0,4,0,cylinder
u9548.dat,1,31,0,cylinder
u9550c01.dat,0,2,0,cylinder
u9551.dat,2,16,0,cylinder
u9552.dat,36,116,0,cylinder
u9554.dat,0,4,0,cylinder
u9559c01.dat,0,2,0,cylinder
u9567.dat,0,4,0,cylinder
u9569p01c01.dat,0,8,0,cylinder
u9597.dat,0,8,0,cylinder
u9598.dat,0,8,0,cylinder
u977.dat,0,12,0,cylinder
